Product,Category,Date,Month,Hour,Department,ip,url,Product,Category,Date,Month,Hour,Department,ip
Perfect Fitness Perfect Rip Deck,cleats,9/1/2017 7:35,Sep,7,apparel ,58.20.180.169,/department/apparel/category/cleats/product/Perfect%20Fitness%20Perfect%20Rip%20Deck,Perfect Fitness Perfect Rip Deck,cleats,9/1/2017 7:35,Sep,7,apparel ,58.20.180.169
Nike Men's Comfort 2 Slide,tennis & racquet,9/1/2017 7:35,Sep,7,fitness ,95.224.113.89,/department/fitness/category/tennis%20&%20racquet/product/Nike%20Men's%20Comfort%202%20Slide,Nike Men's Comfort 2 Slide,tennis & racquet,9/1/2017 7:35,Sep,7,fitness ,95.224.113.89
adidas Youth Germany Black/Red Away Match Soc,girls' apparel,9/1/2017 7:36,Sep,7,golf ,194.78.95.39,/department/golf/category/girls'%20apparel/product/adidas%20Youth%20Germany%20Black/Red%20Away%20Match%20Soc/add_to_cart,adidas Youth Germany Black/Red Away Match Soc,girls' apparel,9/1/2017 7:36,Sep,7,golf ,194.78.95.39
Ogio Race Golf Shoes,golf bags & carts,9/1/2017 7:36,Sep,7,outdoors ,128.71.105.141,/department/outdoors/category/golf%20bags%20&%20carts/product/Ogio%20Race%20Golf%20Shoes,Ogio Race Golf Shoes,golf bags & carts,9/1/2017 7:36,Sep,7,outdoors ,128.71.105.141
Under Armour Hustle Storm Medium Duffle Bag,fitness accessories,9/1/2017 7:37,Sep,7,footwear ,149.80.45.147,/department/footwear/category/fitness%20accessories/product/Under%20Armour%20Hustle%20Storm%20Medium%20Duffle%20Bag/add_to_cart,Under Armour Hustle Storm Medium Duffle Bag,fitness accessories,9/1/2017 7:37,Sep,7,footwear ,149.80.45.147
Merrell Men's All Out Flash Trail Running Sho,men's golf clubs,9/1/2017 7:37,Sep,7,outdoors ,186.82.23.71,/department/outdoors/category/men's%20golf%20clubs/product/Merrell%20Men's%20All%20Out%20Flash%20Trail%20Running%20Sho,Merrell Men's All Out Flash Trail Running Sho,men's golf clubs,9/1/2017 7:37,Sep,7,outdoors ,186.82.23.71
adidas Kids' F5 Messi FG Soccer Cleat,baseball & softball,9/1/2017 7:38,Sep,7,fitness ,171.218.47.35,/department/fitness/category/baseball%20&%20softball/product/adidas%20Kids'%20F5%20Messi%20FG%20Soccer%20Cleat,adidas Kids' F5 Messi FG Soccer Cleat,baseball & softball,9/1/2017 7:38,Sep,7,fitness ,171.218.47.35
O'Brien Men's Neoprene Life Vest,indoor outdoor games,9/1/2017 7:38,Sep,7,fan shop ,149.80.45.147,/department/fan%20shop/category/indoor/outdoor%20games/product/O'Brien%20Men's%20Neoprene%20Life%20Vest,O'Brien Men's Neoprene Life Vest,indoor outdoor games,9/1/2017 7:38,Sep,7,fan shop ,149.80.45.147
Glove It Imperial Golf Towel,trade-in,9/1/2017 7:39,Sep,7,outdoors ,208.81.249.185,/department/outdoors/category/trade-in/product/Glove%20It%20Imperial%20Golf%20Towel,Glove It Imperial Golf Towel,trade-in,9/1/2017 7:39,Sep,7,outdoors ,208.81.249.185
Under Armour Men's Tech II T-Shirt,lacrosse,9/1/2017 7:40,Sep,7,fitness ,173.253.223.50,/department/fitness/category/lacrosse/product/Under%20Armour%20Men's%20Tech%20II%20T-Shirt,Under Armour Men's Tech II T-Shirt,lacrosse,9/1/2017 7:40,Sep,7,fitness ,173.253.223.50
Nike Men's Fingertrap Max Training Shoe,soccer,9/1/2017 7:41,Sep,7,fitness ,125.117.200.10,/department/fitness/category/soccer/product/Nike%20Men's%20Fingertrap%20Max%20Training%20Shoe,Nike Men's Fingertrap Max Training Shoe,soccer,9/1/2017 7:41,Sep,7,fitness ,125.117.200.10
Diamondback Women's Serene Classic Comfort Bi,camping & hiking,9/1/2017 7:41,Sep,7,fan shop ,14.237.63.159,/department/fan%20shop/category/camping%20&%20hiking/product/Diamondback%20Women's%20Serene%20Classic%20Comfort%20Bi,Diamondback Women's Serene Classic Comfort Bi,camping & hiking,9/1/2017 7:41,Sep,7,fan shop ,14.237.63.159
Field & Stream Sportsman 16 Gun Fire Safe,fishing,9/1/2017 7:41,Sep,7,fan shop ,139.109.118.7,/department/fan%20shop/category/fishing/product/Field%20&%20Stream%20Sportsman%2016%20Gun%20Fire%20Safe,Field & Stream Sportsman 16 Gun Fire Safe,fishing,9/1/2017 7:41,Sep,7,fan shop ,139.109.118.7
Nike Men's Comfort 2 Slide,tennis & racquet,9/1/2017 7:41,Sep,7,fitness ,173.253.223.50,/department/fitness/category/tennis%20&%20racquet/product/Nike%20Men's%20Comfort%202%20Slide,Nike Men's Comfort 2 Slide,tennis & racquet,9/1/2017 7:41,Sep,7,fitness ,173.253.223.50
Under Armour Men's Tech II T-Shirt,lacrosse,9/1/2017 7:42,Sep,7,fitness ,173.253.223.50,/department/fitness/category/lacrosse/product/Under%20Armour%20Men's%20Tech%20II%20T-Shirt,Under Armour Men's Tech II T-Shirt,lacrosse,9/1/2017 7:42,Sep,7,fitness ,173.253.223.50
TYR Boys' Team Digi Jammer,girls' apparel,9/1/2017 7:43,Sep,7,golf ,145.8.77.90,/department/golf/category/girls'%20apparel/product/TYR%20Boys'%20Team%20Digi%20Jammer,TYR Boys' Team Digi Jammer,girls' apparel,9/1/2017 7:43,Sep,7,golf ,145.8.77.90
Under Armour Men's Tech II T-Shirt,lacrosse,9/1/2017 7:43,Sep,7,fitness ,202.14.147.214,/department/fitness/category/lacrosse/product/Under%20Armour%20Men's%20Tech%20II%20T-Shirt/add_to_cart,Under Armour Men's Tech II T-Shirt,lacrosse,9/1/2017 7:43,Sep,7,fitness ,202.14.147.214
Nike Men's Free TR 5.0 TB Training Shoe,as seen on  tv!,9/1/2017 7:44,Sep,7,footwear ,9.146.85.217,/department/footwear/category/as%20seen%20on%20%20tv!/product/Nike%20Men's%20Free%20TR%205.0%20TB%20Training%20Shoe,Nike Men's Free TR 5.0 TB Training Shoe,as seen on  tv!,9/1/2017 7:44,Sep,7,footwear ,9.146.85.217
Columbia Men's PFG Anchor Tough T-Shirt,shop by sport,9/1/2017 7:44,Sep,7,golf ,63.241.234.226,/department/golf/category/shop%20by%20sport/product/Columbia%20Men's%20PFG%20Anchor%20Tough%20T-Shirt/add_to_cart,Columbia Men's PFG Anchor Tough T-Shirt,shop by sport,9/1/2017 7:44,Sep,7,golf ,63.241.234.226
Under Armour Kids' Mercenary Slide,electronics,9/1/2017 7:44,Sep,7,footwear ,47.132.201.37,/department/footwear/category/electronics/product/Under%20Armour%20Kids'%20Mercenary%20Slide,Under Armour Kids' Mercenary Slide,electronics,9/1/2017 7:44,Sep,7,footwear ,47.132.201.37
SOLE E25 Elliptical,basketball,9/1/2017 7:44,Sep,7,fitness ,123.119.60.94,/department/fitness/category/basketball/product/SOLE%20E25%20Elliptical,SOLE E25 Elliptical,basketball,9/1/2017 7:44,Sep,7,fitness ,123.119.60.94
O'Brien Men's Neoprene Life Vest,indoor outdoor games,9/1/2017 7:45,Sep,7,fan shop ,173.253.223.50,/department/fan%20shop/category/indoor/outdoor%20games/product/O'Brien%20Men's%20Neoprene%20Life%20Vest,O'Brien Men's Neoprene Life Vest,indoor outdoor games,9/1/2017 7:45,Sep,7,fan shop ,173.253.223.50
Nike Men's Free TR 5.0 TB Training Shoe,as seen on  tv!,9/1/2017 7:45,Sep,7,footwear ,63.241.234.226,/department/footwear/category/as%20seen%20on%20%20tv!/product/Nike%20Men's%20Free%20TR%205.0%20TB%20Training%20Shoe,Nike Men's Free TR 5.0 TB Training Shoe,as seen on  tv!,9/1/2017 7:45,Sep,7,footwear ,63.241.234.226
Team Golf St. Louis Cardinals Putter Grip,accessories,9/1/2017 7:46,Sep,7,outdoors ,153.134.55.205,/department/outdoors/category/accessories/product/Team%20Golf%20St.%20Louis%20Cardinals%20Putter%20Grip/add_to_cart,Team Golf St. Louis Cardinals Putter Grip,accessories,9/1/2017 7:46,Sep,7,outdoors ,153.134.55.205
adidas Kids' RG III Mid Football Cleat,featured shops,9/1/2017 7:46,Sep,7,apparel ,63.241.234.226,/department/apparel/category/featured%20shops/product/adidas%20Kids'%20RG%20III%20Mid%20Football%20Cleat/add_to_cart,adidas Kids' RG III Mid Football Cleat,featured shops,9/1/2017 7:46,Sep,7,apparel ,63.241.234.226
Nike Men's Dri-FIT Victory Golf Polo,women's apparel,9/1/2017 7:47,Sep,7,golf ,212.135.92.112,/department/golf/category/women's%20apparel/product/Nike%20Men's%20Dri-FIT%20Victory%20Golf%20Polo/add_to_cart,Nike Men's Dri-FIT Victory Golf Polo,women's apparel,9/1/2017 7:47,Sep,7,golf ,212.135.92.112
Glove It Imperial Golf Towel,trade-in,9/1/2017 7:48,Sep,7,outdoors ,95.19.107.83,/department/outdoors/category/trade-in/product/Glove%20It%20Imperial%20Golf%20Towel/add_to_cart,Glove It Imperial Golf Towel,trade-in,9/1/2017 7:48,Sep,7,outdoors ,95.19.107.83
adidas Kids' RG III Mid Football Cleat,featured shops,9/1/2017 7:48,Sep,7,apparel ,95.19.107.83,/department/apparel/category/featured%20shops/product/adidas%20Kids'%20RG%20III%20Mid%20Football%20Cleat/add_to_cart,adidas Kids' RG III Mid Football Cleat,featured shops,9/1/2017 7:48,Sep,7,apparel ,95.19.107.83
Cleveland Golf Women's 588 RTX CB Satin Chrom,golf apparel,9/1/2017 7:48,Sep,7,outdoors ,25.13.126.141,/department/outdoors/category/golf%20apparel/product/Cleveland%20Golf%20Women's%20588%20RTX%20CB%20Satin%20Chrom/add_to_cart,Cleveland Golf Women's 588 RTX CB Satin Chrom,golf apparel,9/1/2017 7:48,Sep,7,outdoors ,25.13.126.141
Team Golf Tennessee Volunteers Putter Grip,accessories,9/1/2017 7:49,Sep,7,outdoors ,151.147.36.98,/department/outdoors/category/accessories/product/Team%20Golf%20Tennessee%20Volunteers%20Putter%20Grip,Team Golf Tennessee Volunteers Putter Grip,accessories,9/1/2017 7:49,Sep,7,outdoors ,151.147.36.98
TYR Boys' Team Digi Jammer,girls' apparel,9/1/2017 7:49,Sep,7,golf ,52.162.102.240,/department/golf/category/girls'%20apparel/product/TYR%20Boys'%20Team%20Digi%20Jammer,TYR Boys' Team Digi Jammer,girls' apparel,9/1/2017 7:49,Sep,7,golf ,52.162.102.240
Nike Men's Comfort 2 Slide,tennis & racquet,9/1/2017 7:49,Sep,7,fitness ,166.251.98.174,/department/fitness/category/tennis%20&%20racquet/product/Nike%20Men's%20Comfort%202%20Slide,Nike Men's Comfort 2 Slide,tennis & racquet,9/1/2017 7:49,Sep,7,fitness ,166.251.98.174
Titleist Club Glove Travel Cover,golf gloves,9/1/2017 7:50,Sep,7,outdoors ,95.224.113.89,/department/outdoors/category/golf%20gloves/product/Titleist%20Club%20Glove%20Travel%20Cover,Titleist Club Glove Travel Cover,golf gloves,9/1/2017 7:50,Sep,7,outdoors ,95.224.113.89
Under Armour Women's Ignite Slide,electronics,9/1/2017 7:50,Sep,7,footwear ,95.19.107.83,/department/footwear/category/electronics/product/Under%20Armour%20Women's%20Ignite%20Slide,Under Armour Women's Ignite Slide,electronics,9/1/2017 7:50,Sep,7,footwear ,95.19.107.83
Field & Stream Sportsman 16 Gun Fire Safe,fishing,9/1/2017 7:54,Sep,7,fan shop ,5.136.249.139,/department/fan%20shop/category/fishing/product/Field%20&%20Stream%20Sportsman%2016%20Gun%20Fire%20Safe,Field & Stream Sportsman 16 Gun Fire Safe,fishing,9/1/2017 7:54,Sep,7,fan shop ,5.136.249.139
adidas Kids' RG III Mid Football Cleat,featured shops,9/1/2017 7:54,Sep,7,apparel ,9.146.85.217,/department/apparel/category/featured%20shops/product/adidas%20Kids'%20RG%20III%20Mid%20Football%20Cleat,adidas Kids' RG III Mid Football Cleat,featured shops,9/1/2017 7:54,Sep,7,apparel ,9.146.85.217
Perfect Fitness Perfect Rip Deck,cleats,9/1/2017 7:54,Sep,7,apparel ,52.162.102.240,/department/apparel/category/cleats/product/Perfect%20Fitness%20Perfect%20Rip%20Deck/add_to_cart,Perfect Fitness Perfect Rip Deck,cleats,9/1/2017 7:54,Sep,7,apparel ,52.162.102.240
Cleveland Golf Collegiate My Custom Wedge 588,women's golf clubs,9/1/2017 7:54,Sep,7,outdoors ,95.224.113.89,/department/outdoors/category/women's%20golf%20clubs/product/Cleveland%20Golf%20Collegiate%20My%20Custom%20Wedge%20588,Cleveland Golf Collegiate My Custom Wedge 588,women's golf clubs,9/1/2017 7:54,Sep,7,outdoors ,95.224.113.89
Stiga Master Series ST3100 Competition Indoor,hockey,9/1/2017 7:54,Sep,7,fitness ,139.109.118.7,/department/fitness/category/hockey/product/Stiga%20Master%20Series%20ST3100%20Competition%20Indoor/add_to_cart,Stiga Master Series ST3100 Competition Indoor,hockey,9/1/2017 7:54,Sep,7,fitness ,139.109.118.7
Nike Men's CJ Elite 2 TD Football Cleat,men's footwear,9/1/2017 7:55,Sep,7,apparel ,10.233.10.124,/department/apparel/category/men's%20footwear/product/Nike%20Men's%20CJ%20Elite%202%20TD%20Football%20Cleat/add_to_cart,Nike Men's CJ Elite 2 TD Football Cleat,men's footwear,9/1/2017 7:55,Sep,7,apparel ,10.233.10.124
SOLE E35 Elliptical,strength training,9/1/2017 7:55,Sep,7,footwear ,123.119.60.94,/department/footwear/category/strength%20training/product/SOLE%20E35%20Elliptical,SOLE E35 Elliptical,strength training,9/1/2017 7:55,Sep,7,footwear ,123.119.60.94
Cleveland Golf Collegiate My Custom Wedge 588,women's golf clubs,9/1/2017 7:55,Sep,7,outdoors ,153.134.55.205,/department/outdoors/category/women's%20golf%20clubs/product/Cleveland%20Golf%20Collegiate%20My%20Custom%20Wedge%20588,Cleveland Golf Collegiate My Custom Wedge 588,women's golf clubs,9/1/2017 7:55,Sep,7,outdoors ,153.134.55.205
Columbia Men's PFG Anchor Tough T-Shirt,shop by sport,9/1/2017 7:56,Sep,7,golf ,220.170.162.248,/department/golf/category/shop%20by%20sport/product/Columbia%20Men's%20PFG%20Anchor%20Tough%20T-Shirt/add_to_cart,Columbia Men's PFG Anchor Tough T-Shirt,shop by sport,9/1/2017 7:56,Sep,7,golf ,220.170.162.248
Stiga Master Series ST3100 Competition Indoor,hockey,9/1/2017 7:56,Sep,7,fitness ,25.13.126.141,/department/fitness/category/hockey/product/Stiga%20Master%20Series%20ST3100%20Competition%20Indoor/add_to_cart,Stiga Master Series ST3100 Competition Indoor,hockey,9/1/2017 7:56,Sep,7,fitness ,25.13.126.141
Under Armour Men's Tech II T-Shirt,lacrosse,9/1/2017 7:58,Sep,7,fitness ,202.14.147.214,/department/fitness/category/lacrosse/product/Under%20Armour%20Men's%20Tech%20II%20T-Shirt,Under Armour Men's Tech II T-Shirt,lacrosse,9/1/2017 7:58,Sep,7,fitness ,202.14.147.214
O'Brien Men's Neoprene Life Vest,indoor outdoor games,9/1/2017 7:58,Sep,7,fan shop ,67.33.149.24,/department/fan%20shop/category/indoor/outdoor%20games/product/O'Brien%20Men's%20Neoprene%20Life%20Vest,O'Brien Men's Neoprene Life Vest,indoor outdoor games,9/1/2017 7:58,Sep,7,fan shop ,67.33.149.24
Nike Men's Dri-FIT Victory Golf Polo,women's apparel,9/1/2017 7:59,Sep,7,golf ,125.117.200.10,/department/golf/category/women's%20apparel/product/Nike%20Men's%20Dri-FIT%20Victory%20Golf%20Polo/add_to_cart,Nike Men's Dri-FIT Victory Golf Polo,women's apparel,9/1/2017 7:59,Sep,7,golf ,125.117.200.10
Perfect Fitness Perfect Rip Deck,cleats,9/1/2017 7:59,Sep,7,apparel ,130.130.149.74,/department/apparel/category/cleats/product/Perfect%20Fitness%20Perfect%20Rip%20Deck,Perfect Fitness Perfect Rip Deck,cleats,9/1/2017 7:59,Sep,7,apparel ,130.130.149.74
Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,strength training,9/1/2017 7:59,Sep,7,footwear ,67.207.60.176,/department/footwear/category/strength%20training/product/Yakima%20DoubleDown%20Ace%20Hitch%20Mount%204-Bike%20Rack,Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,strength training,9/1/2017 7:59,Sep,7,footwear ,67.207.60.176
Nike Men's Dri-FIT Victory Golf Polo,women's apparel,9/1/2017 7:59,Sep,7,golf ,25.13.126.141,/department/golf/category/women's%20apparel/product/Nike%20Men's%20Dri-FIT%20Victory%20Golf%20Polo,Nike Men's Dri-FIT Victory Golf Polo,women's apparel,9/1/2017 7:59,Sep,7,golf ,25.13.126.141
O'Brien Men's Neoprene Life Vest,indoor outdoor games,9/1/2017 8:00,Sep,8,fan shop ,25.13.126.141,/department/fan%20shop/category/indoor/outdoor%20games/product/O'Brien%20Men's%20Neoprene%20Life%20Vest/add_to_cart,O'Brien Men's Neoprene Life Vest,indoor outdoor games,9/1/2017 8:00,Sep,8,fan shop ,25.13.126.141
TYR Boys' Team Digi Jammer,girls' apparel,9/1/2017 8:00,Sep,8,golf ,67.33.149.24,/department/golf/category/girls'%20apparel/product/TYR%20Boys'%20Team%20Digi%20Jammer,TYR Boys' Team Digi Jammer,girls' apparel,9/1/2017 8:00,Sep,8,golf ,67.33.149.24
Under Armour Girls' Toddler Spine Surge Runni,shop by sport,9/1/2017 8:00,Sep,8,golf ,125.117.200.10,/department/golf/category/shop%20by%20sport/product/Under%20Armour%20Girls'%20Toddler%20Spine%20Surge%20Runni,Under Armour Girls' Toddler Spine Surge Runni,shop by sport,9/1/2017 8:00,Sep,8,golf ,125.117.200.10
Perfect Fitness Perfect Rip Deck,cleats,9/1/2017 8:01,Sep,8,apparel ,71.166.244.224,/department/apparel/category/cleats/product/Perfect%20Fitness%20Perfect%20Rip%20Deck,Perfect Fitness Perfect Rip Deck,cleats,9/1/2017 8:01,Sep,8,apparel ,71.166.244.224
Nike Men's Free TR 5.0 TB Training Shoe,as seen on  tv!,9/1/2017 8:01,Sep,8,footwear ,130.130.149.74,/department/footwear/category/as%20seen%20on%20%20tv!/product/Nike%20Men's%20Free%20TR%205.0%20TB%20Training%20Shoe,Nike Men's Free TR 5.0 TB Training Shoe,as seen on  tv!,9/1/2017 8:01,Sep,8,footwear ,130.130.149.74
Diamondback Women's Serene Classic Comfort Bi,camping & hiking,9/1/2017 8:01,Sep,8,fan shop ,213.20.140.246,/department/fan%20shop/category/camping%20&%20hiking/product/Diamondback%20Women's%20Serene%20Classic%20Comfort%20Bi,Diamondback Women's Serene Classic Comfort Bi,camping & hiking,9/1/2017 8:01,Sep,8,fan shop ,213.20.140.246
Stiga Master Series ST3100 Competition Indoor,hockey,9/1/2017 8:01,Sep,8,fitness ,213.20.140.246,/department/fitness/category/hockey/product/Stiga%20Master%20Series%20ST3100%20Competition%20Indoor/add_to_cart,Stiga Master Series ST3100 Competition Indoor,hockey,9/1/2017 8:01,Sep,8,fitness ,213.20.140.246
Under Armour Kids' Mercenary Slide,electronics,9/1/2017 8:02,Sep,8,footwear ,173.253.223.50,/department/footwear/category/electronics/product/Under%20Armour%20Kids'%20Mercenary%20Slide/add_to_cart,Under Armour Kids' Mercenary Slide,electronics,9/1/2017 8:02,Sep,8,footwear ,173.253.223.50
Perfect Fitness Perfect Rip Deck,cleats,9/1/2017 8:02,Sep,8,apparel ,60.70.253.43,/department/apparel/category/cleats/product/Perfect%20Fitness%20Perfect%20Rip%20Deck/add_to_cart,Perfect Fitness Perfect Rip Deck,cleats,9/1/2017 8:02,Sep,8,apparel ,60.70.253.43
Glove It Imperial Golf Towel,trade-in,9/1/2017 8:02,Sep,8,outdoors ,205.138.187.143,/department/outdoors/category/trade-in/product/Glove%20It%20Imperial%20Golf%20Towel,Glove It Imperial Golf Towel,trade-in,9/1/2017 8:02,Sep,8,outdoors ,205.138.187.143
Nike Men's Comfort 2 Slide,tennis & racquet,9/1/2017 8:03,Sep,8,fitness ,173.253.223.50,/department/fitness/category/tennis%20&%20racquet/product/Nike%20Men's%20Comfort%202%20Slide,Nike Men's Comfort 2 Slide,tennis & racquet,9/1/2017 8:03,Sep,8,fitness ,173.253.223.50
Nike Men's Fingertrap Max Training Shoe,soccer,9/1/2017 8:03,Sep,8,fitness ,211.223.16.247,/department/fitness/category/soccer/product/Nike%20Men's%20Fingertrap%20Max%20Training%20Shoe,Nike Men's Fingertrap Max Training Shoe,soccer,9/1/2017 8:03,Sep,8,fitness ,211.223.16.247
Perfect Fitness Perfect Rip Deck,cleats,9/1/2017 8:04,Sep,8,apparel ,130.130.149.74,/department/apparel/category/cleats/product/Perfect%20Fitness%20Perfect%20Rip%20Deck,Perfect Fitness Perfect Rip Deck,cleats,9/1/2017 8:04,Sep,8,apparel ,130.130.149.74
Nike Men's CJ Elite 2 TD Football Cleat,men's footwear,9/1/2017 8:04,Sep,8,apparel ,173.253.223.50,/department/apparel/category/men's%20footwear/product/Nike%20Men's%20CJ%20Elite%202%20TD%20Football%20Cleat,Nike Men's CJ Elite 2 TD Football Cleat,men's footwear,9/1/2017 8:04,Sep,8,apparel ,173.253.223.50
Nike Men's Comfort 2 Slide,tennis & racquet,9/1/2017 8:05,Sep,8,fitness ,220.170.162.248,/department/fitness/category/tennis%20&%20racquet/product/Nike%20Men's%20Comfort%202%20Slide,Nike Men's Comfort 2 Slide,tennis & racquet,9/1/2017 8:05,Sep,8,fitness ,220.170.162.248
insta-bed Neverflat Air Mattress,hunting & shooting,9/1/2017 8:05,Sep,8,fan shop ,25.13.126.141,/department/fan%20shop/category/hunting%20&%20shooting/product/insta-bed%20Neverflat%20Air%20Mattress,insta-bed Neverflat Air Mattress,hunting & shooting,9/1/2017 8:05,Sep,8,fan shop ,25.13.126.141
Diamondback Women's Serene Classic Comfort Bi,camping & hiking,9/1/2017 8:06,Sep,8,fan shop ,41.201.207.213,/department/fan%20shop/category/camping%20&%20hiking/product/Diamondback%20Women's%20Serene%20Classic%20Comfort%20Bi,Diamondback Women's Serene Classic Comfort Bi,camping & hiking,9/1/2017 8:06,Sep,8,fan shop ,41.201.207.213
Pelican Sunstream 100 Kayak,water sports,9/1/2017 8:06,Sep,8,fan shop ,25.13.126.141,/department/fan%20shop/category/water%20sports/product/Pelican%20Sunstream%20100%20Kayak,Pelican Sunstream 100 Kayak,water sports,9/1/2017 8:06,Sep,8,fan shop ,25.13.126.141
LIJA Women's Button Golf Dress,golf shoes,9/1/2017 8:06,Sep,8,outdoors ,49.117.20.143,/department/outdoors/category/golf%20shoes/product/LIJA%20Women's%20Button%20Golf%20Dress/add_to_cart,LIJA Women's Button Golf Dress,golf shoes,9/1/2017 8:06,Sep,8,outdoors ,49.117.20.143
insta-bed Neverflat Air Mattress,hunting & shooting,9/1/2017 8:06,Sep,8,fan shop ,213.20.140.246,/department/fan%20shop/category/hunting%20&%20shooting/product/insta-bed%20Neverflat%20Air%20Mattress/add_to_cart,insta-bed Neverflat Air Mattress,hunting & shooting,9/1/2017 8:06,Sep,8,fan shop ,213.20.140.246
insta-bed Neverflat Air Mattress,hunting & shooting,9/1/2017 8:07,Sep,8,fan shop ,220.170.162.248,/department/fan%20shop/category/hunting%20&%20shooting/product/insta-bed%20Neverflat%20Air%20Mattress,insta-bed Neverflat Air Mattress,hunting & shooting,9/1/2017 8:07,Sep,8,fan shop ,220.170.162.248
Under Armour Men's Tech II T-Shirt,lacrosse,9/1/2017 8:07,Sep,8,fitness ,173.253.223.50,/department/fitness/category/lacrosse/product/Under%20Armour%20Men's%20Tech%20II%20T-Shirt,Under Armour Men's Tech II T-Shirt,lacrosse,9/1/2017 8:07,Sep,8,fitness ,173.253.223.50
LIJA Women's Eyelet Sleeveless Golf Polo,golf shoes,9/1/2017 8:08,Sep,8,outdoors ,173.253.223.50,/department/outdoors/category/golf%20shoes/product/LIJA%20Women's%20Eyelet%20Sleeveless%20Golf%20Polo,LIJA Women's Eyelet Sleeveless Golf Polo,golf shoes,9/1/2017 8:08,Sep,8,outdoors ,173.253.223.50
adidas Kids' RG III Mid Football Cleat,featured shops,9/1/2017 8:08,Sep,8,apparel ,10.233.10.124,/department/apparel/category/featured%20shops/product/adidas%20Kids'%20RG%20III%20Mid%20Football%20Cleat,adidas Kids' RG III Mid Football Cleat,featured shops,9/1/2017 8:08,Sep,8,apparel ,10.233.10.124
Columbia Men's PFG Anchor Tough T-Shirt,shop by sport,9/1/2017 8:09,Sep,8,golf ,41.201.207.213,/department/golf/category/shop%20by%20sport/product/Columbia%20Men's%20PFG%20Anchor%20Tough%20T-Shirt,Columbia Men's PFG Anchor Tough T-Shirt,shop by sport,9/1/2017 8:09,Sep,8,golf ,41.201.207.213
Glove It Imperial Golf Towel,trade-in,9/1/2017 8:09,Sep,8,outdoors ,60.70.253.43,/department/outdoors/category/trade-in/product/Glove%20It%20Imperial%20Golf%20Towel,Glove It Imperial Golf Towel,trade-in,9/1/2017 8:09,Sep,8,outdoors ,60.70.253.43
Diamondback Women's Serene Classic Comfort Bi,camping & hiking,9/1/2017 8:09,Sep,8,fan shop ,154.16.187.28,/department/fan%20shop/category/camping%20&%20hiking/product/Diamondback%20Women's%20Serene%20Classic%20Comfort%20Bi,Diamondback Women's Serene Classic Comfort Bi,camping & hiking,9/1/2017 8:09,Sep,8,fan shop ,154.16.187.28
adidas Kids' F5 Messi FG Soccer Cleat,baseball & softball,9/1/2017 8:09,Sep,8,fitness ,14.145.32.182,/department/fitness/category/baseball%20&%20softball/product/adidas%20Kids'%20F5%20Messi%20FG%20Soccer%20Cleat,adidas Kids' F5 Messi FG Soccer Cleat,baseball & softball,9/1/2017 8:09,Sep,8,fitness ,14.145.32.182
Under Armour Kids' Mercenary Slide,electronics,9/1/2017 8:09,Sep,8,footwear ,10.233.10.124,/department/footwear/category/electronics/product/Under%20Armour%20Kids'%20Mercenary%20Slide,Under Armour Kids' Mercenary Slide,electronics,9/1/2017 8:09,Sep,8,footwear ,10.233.10.124
O'Brien Men's Neoprene Life Vest,indoor outdoor games,9/1/2017 8:10,Sep,8,fan shop ,10.233.10.124,/department/fan%20shop/category/indoor/outdoor%20games/product/O'Brien%20Men's%20Neoprene%20Life%20Vest,O'Brien Men's Neoprene Life Vest,indoor outdoor games,9/1/2017 8:10,Sep,8,fan shop ,10.233.10.124
Nike Dri-FIT Crew Sock 6 Pack,hockey,9/1/2017 8:10,Sep,8,fitness ,95.234.113.98,/department/fitness/category/hockey/product/Nike%20Dri-FIT%20Crew%20Sock%206%20Pack,Nike Dri-FIT Crew Sock 6 Pack,hockey,9/1/2017 8:10,Sep,8,fitness ,95.234.113.98
Cleveland Golf Collegiate My Custom Wedge 588,women's golf clubs,9/1/2017 8:10,Sep,8,outdoors ,85.135.134.214,/department/outdoors/category/women's%20golf%20clubs/product/Cleveland%20Golf%20Collegiate%20My%20Custom%20Wedge%20588,Cleveland Golf Collegiate My Custom Wedge 588,women's golf clubs,9/1/2017 8:10,Sep,8,outdoors ,85.135.134.214
Stiga Master Series ST3100 Competition Indoor,hockey,9/1/2017 8:10,Sep,8,fitness ,49.117.20.143,/department/fitness/category/hockey/product/Stiga%20Master%20Series%20ST3100%20Competition%20Indoor,Stiga Master Series ST3100 Competition Indoor,hockey,9/1/2017 8:10,Sep,8,fitness ,49.117.20.143
Nike Men's Dri-FIT Victory Golf Polo,women's apparel,9/1/2017 8:11,Sep,8,golf ,74.21.11.186,/department/golf/category/women's%20apparel/product/Nike%20Men's%20Dri-FIT%20Victory%20Golf%20Polo,Nike Men's Dri-FIT Victory Golf Polo,women's apparel,9/1/2017 8:11,Sep,8,golf ,74.21.11.186
Nike Men's Dri-FIT Victory Golf Polo,women's apparel,9/1/2017 8:11,Sep,8,golf ,28.84.236.182,/department/golf/category/women's%20apparel/product/Nike%20Men's%20Dri-FIT%20Victory%20Golf%20Polo,Nike Men's Dri-FIT Victory Golf Polo,women's apparel,9/1/2017 8:11,Sep,8,golf ,28.84.236.182
